queue_type n_threads config batch_size time_limit total_values throughput enq_count deq_count failed_deq_count duration_ns freelist_pushes freelist_pops freelist_max_size malloc_count reused_count successful_CAS_ops failed_CAS_ops
4 8 c 1000 0.25 20000 1.5472487914166646 20000.0 22500.0 2500.0 27468110.0 20000.0 17257.0 2743.0 2743.0 17257.0 2743.0 0.0
4 20 c 1000 0.25 20000 1.2285022346455647 20000.0 25000.0 5000.0 36629970.0 20000.0 15209.0 4791.0 4791.0 15209.0 4791.0 0.0
4 64 c 1000 0.25 20000 2.0822537107441685 20000.0 43500.0 23500.0 30495803.5 20000.0 15417.5 4582.5 4582.5 15417.5 4582.5 0.0
4 1 d 1000 0.25 20000 13.093101114091972 20000.0 0.0 0.0 1527522.0 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
4 8 d 1000 0.25 20000 1.2822324228221251 20000.0 22000.0 2000.0 32755372.0 20000.0 16863.0 3137.0 3137.0 16863.0 3137.0 0.0
4 20 d 1000 0.25 20000 1.468114149779361 20000.0 25500.0 5500.0 30992140.5 20000.0 13371.5 6628.5 6628.5 13371.5 6628.5 0.0
4 64 d 1000 0.25 20000 1.3574440893383275 20000.0 40000.0 20000.0 44200715.5 20000.0 16105.5 3894.5 3894.5 16105.5 3894.5 0.0
4 1 a 1000 1 20000 11.373129206930896 20000.0 21000.0 1000.0 3604988.5 20000.0 19000.0 1000.0 1000.0 19000.0 1000.0 0.0
4 8 a 1000 1 20000 1.838149246063243 20000.0 24000.0 4000.0 23937120.5 20000.0 16124.0 3876.0 3876.0 16124.0 3876.0 0.0
4 20 a 1000 1 20000 1.6106215552328167 20000.0 40000.0 20000.0 37252699.0 20000.0 15947.5 4052.5 4052.5 15947.5 4052.5 0.0
4 64 a 1000 1 20000 1.1610851128258541 20000.0 64000.0 44000.0 72346117.5 20000.0 13066.5 6933.5 6933.5 13066.5 6933.5 0.0
4 1 b 1000 1 20000 14.33024552367912 20000.0 0.0 0.0 1395649.5 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
4 8 b 1000 1 20000 1.041311267426921 20000.0 24000.0 4000.0 42254416.5 20000.0 11626.0 8374.0 8374.0 11626.0 8374.0 0.0
4 20 b 1000 1 20000 1.1061483051392706 20000.0 34500.0 14500.0 49270066.0 20000.0 13869.5 6130.5 6130.5 13869.5 6130.5 0.0
4 64 b 1000 1 20000 1.2565711115976872 20000.0 71500.0 51500.0 72817208.0 20000.0 9658.5 10341.5 10341.5 9658.5 10341.5 0.0
4 1 c 1000 1 20000 15.727103303478048 0.0 1000.0 1000.0 63584.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 8 c 1000 1 20000 1.552696207981291 20000.0 22000.0 2000.0 27049721.5 20000.0 15014.5 4985.5 4985.5 15014.5 4985.5 0.0
4 20 c 1000 1 20000 1.110537763063 20000.0 24500.0 4500.0 40070677.0 20000.0 10844.5 9155.5 9155.5 10844.5 9155.5 0.0
4 64 c 1000 1 20000 1.955372320270867 20000.0 43000.0 23000.0 32218928.0 20000.0 9792.5 10207.5 10207.5 9792.5 10207.5 0.0
4 1 d 1000 1 20000 13.680087060074051 20000.0 0.0 0.0 1461979.0 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
4 8 d 1000 1 20000 1.6510253634054237 20000.0 22000.0 2000.0 25438737.0 20000.0 10581.0 9419.0 9419.0 10581.0 9419.0 0.0
4 20 d 1000 1 20000 1.241150748601438 20000.0 25500.0 5500.0 36659527.5 20000.0 15598.0 4402.0 4402.0 15598.0 4402.0 0.0
4 64 d 1000 1 20000 1.2549216641416963 20000.0 44500.0 24500.0 51397630.5 20000.0 15541.5 4458.5 4458.5 15541.5 4458.5 0.0
