queue_type n_threads config batch_size time_limit total_values throughput enq_count deq_count failed_deq_count duration_ns freelist_pushes freelist_pops freelist_max_size malloc_count reused_count successful_CAS_ops failed_CAS_ops
3 8 d 1 0.25 20000 1.5916828767203786 20000.0 20426.5 426.5 25398589.5 20000.0 0.0 6197.0 20000.0 0.0 0.0 0.0
3 20 d 1 0.25 20000 1.6032494355861746 20000.0 21029.0 1029.0 25591152.0 20000.0 0.0 4505.0 20000.0 0.0 0.0 0.0
3 64 d 1 0.25 20000 2.2540055175418274 20000.0 20553.0 553.0 17991526.5 20000.0 0.0 2888.5 20000.0 0.0 0.0 0.0
3 1 a 1 1 20000 8.71125819218907 20000.0 20001.0 1.0 4591874.0 20000.0 19999.0 1.0 1.0 19999.0 0.0 0.0
3 8 a 1 1 20000 2.1714617881505855 20000.0 20008.0 8.0 18424455.0 20000.0 19986.0 2.0 14.0 19986.0 0.0 0.0
3 20 a 1 1 20000 3.751429283308277 20000.0 20020.0 20.0 10667934.0 20000.0 19962.5 2.0 37.5 19962.5 0.0 0.0
3 64 a 1 1 20000 6.520018331041953 20000.0 20064.0 64.0 6144768.0 20000.0 19876.5 2.0 123.5 19876.5 0.0 0.0
3 1 b 1 1 20000 6.110602827773118 20000.0 0.0 0.0 3272999.5 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
3 8 b 1 1 20000 1.408859172957483 20000.0 26842.5 6842.5 33248532.5 20000.0 0.0 4596.0 20000.0 0.0 0.0 0.0
3 20 b 1 1 20000 1.5210294486183442 20000.0 35374.5 15374.5 36405935.5 20000.0 0.0 3324.0 20000.0 0.0 0.0 0.0
3 64 b 1 1 20000 1.716764682640266 20000.0 28044.5 8044.5 27985489.5 20000.0 0.0 2265.0 20000.0 0.0 0.0 0.0
3 1 c 1 1 20000 6.5750149432157805 0.0 11.0 11.0 1673.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 8 c 1 1 20000 1.8627570771829407 20000.0 20056.5 56.5 21503877.5 20000.0 0.0 8171.5 20000.0 0.0 0.0 0.0
3 20 c 1 1 20000 2.879037156949731 20000.0 20110.0 110.0 13931741.0 20000.0 0.0 3990.5 20000.0 0.0 0.0 0.0
3 64 c 1 1 20000 2.1637009191818604 20000.0 25235.0 5235.0 20906309.0 20000.0 0.0 1991.5 20000.0 0.0 0.0 0.0
3 1 d 1 1 20000 5.470827632275038 20000.0 0.0 0.0 3655754.0 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
3 8 d 1 1 20000 2.203529565830122 20000.0 21275.5 1275.5 18731539.0 20000.0 0.0 6061.0 20000.0 0.0 0.0 0.0
3 20 d 1 1 20000 2.2971186397328367 20000.0 24054.0 4054.0 19177938.5 20000.0 0.0 3506.5 20000.0 0.0 0.0 0.0
3 64 d 1 1 20000 1.7540396243704024 20000.0 31413.5 11413.5 29311481.5 20000.0 0.0 2558.0 20000.0 0.0 0.0 0.0
3 1 a 1000 0.25 20000 12.779164351741825 20000.0 21000.0 1000.0 3208347.5 20000.0 19000.0 1000.0 1000.0 19000.0 0.0 0.0
3 8 a 1000 0.25 20000 1.911845125423884 20000.0 24000.0 4000.0 23014416.5 20000.0 11174.0 1500.0 8826.0 11174.0 0.0 0.0
3 20 a 1000 0.25 20000 2.255307499713106 20000.0 40000.0 20000.0 26603911.0 20000.0 0.0 2000.0 20000.0 0.0 0.0 0.0
3 64 a 1000 0.25 20000 2.6167455171527902 20000.0 64000.0 44000.0 32100943.5 20000.0 0.0 1000.0 20000.0 0.0 0.0 0.0
3 1 b 1000 0.25 20000 10.17822064346711 20000.0 0.0 0.0 1964980.0 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
3 8 b 1000 0.25 20000 2.2954326273110257 20000.0 23500.0 3500.0 18950676.0 20000.0 0.0 4831.0 20000.0 0.0 0.0 0.0
3 20 b 1000 0.25 20000 2.7737694438570926 20000.0 32000.0 12000.0 18747052.0 20000.0 0.0 3528.5 20000.0 0.0 0.0 0.0
3 64 b 1000 0.25 20000 2.131915354388122 20000.0 75500.0 55500.0 44795399.5 20000.0 0.0 2768.0 20000.0 0.0 0.0 0.0
3 1 c 1000 0.25 20000 15.785568832972896 0.0 1000.0 1000.0 63349.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 8 c 1000 0.25 20000 1.9911577776752873 20000.0 23000.0 3000.0 21595476.0 20000.0 0.0 6939.0 20000.0 0.0 0.0 0.0
3 20 c 1000 0.25 20000 1.979849742023403 20000.0 25500.0 5500.0 22981542.0 20000.0 0.0 4584.0 20000.0 0.0 0.0 0.0
3 64 c 1000 0.25 20000 3.245335107516946 20000.0 44500.0 24500.0 19874681.0 20000.0 0.0 3733.0 20000.0 0.0 0.0 0.0
3 1 d 1000 0.25 20000 9.751547631556301 20000.0 0.0 0.0 2050956.5 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
3 8 d 1000 0.25 20000 2.505230725562206 20000.0 21500.0 1500.0 16565340.5 20000.0 0.0 7061.5 20000.0 0.0 0.0 0.0
3 20 d 1000 0.25 20000 2.0243154225312687 20000.0 29500.0 9500.0 24452711.0 20000.0 0.0 2756.5 20000.0 0.0 0.0 0.0
3 64 d 1000 0.25 20000 2.773948310335247 20000.0 43000.0 23000.0 22711310.0 20000.0 0.0 3170.5 20000.0 0.0 0.0 0.0
3 1 a 1000 1 20000 12.938598774998713 20000.0 21000.0 1000.0 3168813.0 20000.0 19000.0 1000.0 1000.0 19000.0 0.0 0.0
3 8 a 1000 1 20000 1.8830566605971613 20000.0 24000.0 4000.0 23366264.5 20000.0 12000.0 1500.0 8000.0 12000.0 0.0 0.0
3 20 a 1000 1 20000 2.456262661266437 20000.0 40000.0 20000.0 24427355.0 20000.0 0.0 2000.0 20000.0 0.0 0.0 0.0
3 64 a 1000 1 20000 2.211027520817482 20000.0 64000.0 44000.0 37991386.0 20000.0 0.0 982.0 20000.0 0.0 0.0 0.0
3 1 b 1000 1 20000 10.633083136887123 20000.0 0.0 0.0 1880922.0 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
3 8 b 1000 1 20000 2.8097356830556848 20000.0 24000.0 4000.0 15659836.0 20000.0 0.0 6279.5 20000.0 0.0 0.0 0.0
3 20 b 1000 1 20000 2.1902980993646914 20000.0 33000.0 13000.0 24197619.5 20000.0 0.0 3766.5 20000.0 0.0 0.0 0.0
3 64 b 1000 1 20000 2.381289472579019 20000.0 73500.0 53500.0 39264441.0 20000.0 0.0 2189.5 20000.0 0.0 0.0 0.0
3 1 c 1000 1 20000 15.87603988061218 0.0 1000.0 1000.0 62988.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 8 c 1000 1 20000 2.0030004947411224 20000.0 22000.0 2000.0 20968542.0 20000.0 0.0 7945.0 20000.0 0.0 0.0 0.0
3 20 c 1000 1 20000 2.0523288346673976 20000.0 24000.0 4000.0 21439059.5 20000.0 0.0 4281.0 20000.0 0.0 0.0 0.0
3 64 c 1000 1 20000 4.775974509898092 20000.0 42500.0 22500.0 13086334.5 20000.0 0.0 5147.5 20000.0 0.0 0.0 0.0
3 1 d 1000 1 20000 9.945290954459518 20000.0 0.0 0.0 2011002.0 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
3 8 d 1000 1 20000 3.4728956412637717 20000.0 22000.0 2000.0 12093654.5 20000.0 0.0 6543.5 20000.0 0.0 0.0 0.0
3 20 d 1000 1 20000 3.1645592801799696 20000.0 34000.0 14000.0 17063987.5 20000.0 0.0 4071.5 20000.0 0.0 0.0 0.0
3 64 d 1000 1 20000 3.1530998393687892 20000.0 41500.0 21500.0 19504615.5 20000.0 0.0 3749.0 20000.0 0.0 0.0 0.0
