queue_type n_threads config batch_size time_limit total_values throughput enq_count deq_count failed_deq_count duration_ns freelist_pushes freelist_pops freelist_max_size malloc_count reused_count successful_CAS_ops failed_CAS_ops
6 64 a 1000 1 20000 4.216598746380094 20000.0 64000.0 44000.0 19921269.5 20000.0 313.0 3089.0 19687.0 313.0 60000.0 15834.5
6 1 b 1000 1 20000 2.672975423260646 20000.0 0.0 0.0 7482298.5 0.0 1600.0 0.0 18400.0 1600.0 40000.0 0.0
6 8 b 1000 1 20000 2.2899857663974794 20000.0 91000.0 71000.0 48471917.0 20000.0 0.0 4037.5 20000.0 0.0 60000.0 62854.0
6 20 b 1000 1 20000 1.9879616717446784 20000.0 81000.0 61000.0 50805808.5 20000.0 0.0 2204.5 20000.0 0.0 60000.0 64284.5
6 64 b 1000 1 20000 1.9511355199272356 20000.0 117000.0 97000.0 70215522.5 20000.0 0.0 1132.0 20000.0 0.0 60000.0 102303.0
6 1 c 1000 1 20000 7.357783247063324 0.0 1000.0 1000.0 135910.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 8 c 1000 1 20000 3.621238474137054 20000.0 24500.0 4500.0 12288613.5 20000.0 0.0 5963.0 20000.0 0.0 60000.0 2683.0
6 20 c 1000 1 20000 7.9662218339939805 20000.0 26000.0 6000.0 5774381.0 20000.0 0.0 4248.0 20000.0 0.0 60000.0 2910.5
6 64 c 1000 1 20000 7.858358546066897 20000.0 45500.0 25500.0 8335074.0 20000.0 0.0 3723.5 20000.0 0.0 60000.0 0.5
6 1 d 1000 1 20000 3.3340312572098427 20000.0 0.0 0.0 5998744.0 0.0 0.0 0.0 20000.0 0.0 40000.0 0.0
6 8 d 1000 1 20000 3.8739519345870304 20000.0 25000.0 5000.0 11616045.0 20000.0 0.0 5821.0 20000.0 0.0 60000.0 7834.5
6 20 d 1000 1 20000 4.817345575345869 20000.0 28000.0 8000.0 9963993.5 20000.0 0.0 4171.0 20000.0 0.0 60000.0 12890.0
6 64 d 1000 1 20000 4.919400796269748 20000.0 46500.0 26500.0 13517906.5 20000.0 0.0 2116.5 20000.0 0.0 60000.0 19880.5
