queue_type n_threads config batch_size time_limit total_values throughput enq_count deq_count failed_deq_count duration_ns freelist_pushes freelist_pops freelist_max_size malloc_count reused_count successful_CAS_ops failed_CAS_ops
1 1 a 1 0.25 20000 8.71548793910118 20000.0 20001.0 1.0 4589645.5 20000.0 19999.0 1.0 1.0 19999.0 0.0 0.0
1 8 a 1 0.25 20000 1.414893233082494 20000.0 20008.0 8.0 28276338.5 20000.0 19986.0 2.0 14.0 19986.0 0.0 0.0
1 20 a 1 0.25 20000 1.870759107253373 20000.0 20020.0 20.0 21392385.5 20000.0 19963.0 2.0 37.0 19963.0 0.0 0.0
1 64 a 1 0.25 20000 2.465277197696568 20000.0 20064.0 64.0 16251316.5 20000.0 19874.0 2.0 126.0 19874.0 0.0 0.0
1 1 b 1 0.25 20000 6.482361251944911 20000.0 0.0 0.0 3085295.5 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
1 8 b 1 0.25 20000 1.1640807440723118 20000.0 81120.5 61120.5 86867256.0 20000.0 0.0 11419.5 20000.0 0.0 0.0 0.0
1 20 b 1 0.25 20000 1.1198926678719936 20000.0 85753.0 65753.0 94431371.0 20000.0 0.0 13535.0 20000.0 0.0 0.0 0.0
1 64 b 1 0.25 20000 1.3035010314119115 11291.5 262487.0 251195.5 210033205.5 11291.5 0.0 2298.0 11291.5 0.0 0.0 0.0
1 1 c 1 0.25 20000 7.902298850574714 0.0 11.0 11.0 1392.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 8 c 1 0.25 20000 1.8782042197282078 20000.0 21746.0 1746.0 22226550.0 20000.0 0.0 8038.5 20000.0 0.0 0.0 0.0
1 20 c 1 0.25 20000 2.617142047026481 20000.0 71674.5 51674.5 35028477.0 20000.0 0.0 4360.5 20000.0 0.0 0.0 0.0
1 64 c 1 0.25 20000 2.6384125801754714 19141.5 352771.5 333630.0 140960895.5 19141.5 0.0 5010.0 19141.5 0.0 0.0 0.0
1 1 d 1 0.25 20000 5.696704869244246 20000.0 0.0 0.0 3510801.5 0.0 0.0 0.0 20000.0 0.0 0.0 0.0
1 8 d 1 0.25 20000 1.8823243158870897 20000.0 41502.5 21502.5 32673700.0 20000.0 0.0 6147.0 20000.0 0.0 0.0 0.0
