queue_type n_threads config batch_size time_limit total_values throughput enq_count deq_count failed_deq_count duration_ns freelist_pushes freelist_pops freelist_max_size malloc_count reused_count successful_CAS_ops failed_CAS_ops
5 1 a 1 0.25 20000 4.571076084973495 20000.0 20001.0 1.0 8750893.5 20000.0 19999.0 1.0 1.0 19999.0 60000.0 0.0
5 8 a 1 0.25 20000 2.0934098325117776 20000.0 20008.0 8.0 19111403.5 20000.0 19986.5 2.0 13.5 19986.5 60000.0 65246.5
5 20 a 1 0.25 20000 2.499996408051138 20000.0 20020.0 20.0 16008023.0 20000.0 19963.0 2.0 37.0 19963.0 60000.0 111149.5
5 64 a 1 0.25 20000 2.6727489316826256 20000.0 20064.0 64.0 14989810.5 20000.0 19876.0 2.0 124.0 19876.0 60000.0 243090.5
5 1 b 1 0.25 20000 2.8877834774602005 20000.0 0.0 0.0 6925727.0 0.0 0.0 0.0 20000.0 0.0 40000.0 0.0
5 8 b 1 0.25 20000 5.460676491800265 20000.0 258198.0 238198.0 50945702.5 20000.0 0.0 5126.0 20000.0 0.0 60000.0 184714.0
5 20 b 1 0.25 20000 7.043562325747834 20000.0 556900.5 536900.5 81904649.0 20000.0 0.0 2697.5 20000.0 0.0 60000.0 397080.5
5 64 b 1 0.25 20000 13.439391147477982 20000.0 1390809.5 1370809.5 104975700.5 20000.0 0.0 1114.5 20000.0 0.0 60000.0 1018149.0
5 1 c 1 0.25 20000 5.733646077664843 0.0 11.0 11.0 1918.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 8 c 1 0.25 20000 2.2378046258498716 20000.0 24176.5 4176.5 19740999.5 20000.0 0.0 6670.5 20000.0 0.0 60000.0 78089.0
5 20 c 1 0.25 20000 2.7736836296324325 20000.0 32159.0 12159.0 18804956.5 20000.0 0.0 4455.5 20000.0 0.0 60000.0 158383.0
5 64 c 1 0.25 20000 1.8922442348543544 20000.0 59186.0 39186.0 41847663.5 20000.0 0.0 2809.0 20000.0 0.0 60000.0 510721.0
5 1 d 1 0.25 20000 2.873434202846496 20000.0 0.0 0.0 6960312.5 0.0 0.0 0.0 20000.0 0.0 40000.0 0.0
5 8 d 1 0.25 20000 1.729177815695878 20000.0 30030.0 10030.0 28932825.5 20000.0 0.0 6199.0 20000.0 0.0 60000.0 109467.0
5 20 d 1 0.25 20000 1.2940003173319987 20000.0 32395.0 12395.0 40490716.5 20000.0 0.0 3364.0 20000.0 0.0 60000.0 246549.5
5 64 d 1 0.25 20000 1.5575684918551265 20000.0 45752.5 25752.5 42214837.0 20000.0 0.0 1797.5 20000.0 0.0 60000.0 520891.5
